,date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power,GHI_clear,DNI_clear,DHI_clear,POA_clear,P_theoretical_W,power_W,GHI_ratio,DNI_ratio,K_PV
904,2018-07-10 02:00:00+00:00,24.19,0.0,19.56,90.12,2.04,87.68,935.57,96,36,19.6,939.0,58,0.0,2.216916,786.8274647146864,800.4351939471719,135.44590949171163,768.4025333195916,15060689.653063996,2216916.0,0.030743715852333146,0.0,0.1471988369104321
905,2018-07-10 02:15:00+00:00,35.76,0.0,19.73,89.32,2.06,83.32,935.6,98,36,19.9,939.200012,21,0.0,1.023192,819.9478758188112,809.275207613356,138.38316448081764,807.9634586858676,15836083.790243004,1023192.0,0.043612528374794034,0.0,0.0646114287820587
906,2018-07-10 02:30:00+00:00,49.28,0.0,19.99,87.94,2.07,79.83,935.75,58,21,19.799999,939.200012,325,0.0,0.8526600000000001,850.0290330979639,816.8730242350522,141.01280719730198,843.9908450251426,16542220.562492795,852660.0000000001,0.057974490377578194,0.0,0.0515444705128215
907,2018-07-10 02:45:00+00:00,83.07,0.2,20.43,85.96,1.96,80.55,935.88,76,27,19.9,939.299988,346,0.0,0.966348,876.9297380868747,823.3461790198481,143.3361431889639,876.2753111456888,17174996.0984555,966348.0,0.09472822780674192,0.0002429111898449445,0.0562648162747996
908,2018-07-10 03:00:00+00:00,122.27,1.84,20.97,83.66,1.83,89.15,935.99,89,32,19.799999,939.299988,166,0.0,1.335834,900.5247366269755,828.7905469218531,145.35352416040894,896.9156537466474,17579546.813434288,1335834.0,0.13577639239314745,0.002220102541991824,0.0759879656840275
909,2018-07-10 03:15:00+00:00,121.27,24.13,21.3,81.93,1.77,97.53,935.95,165,61,19.799999,939.0,85,1.5,1.804797,920.7048713509064,833.2837582933505,147.06468823516514,920.5414988453332,18042613.37736853,1804797.0,0.13171430256697383,0.028957722696312575,0.1000296887292291
910,2018-07-10 03:30:00+00:00,124.66,76.28,21.56,81.06,1.8,104.08,935.98,116,43,19.9,939.099976,30,1.5,1.548999,937.377252844117,836.8878355905673,148.46902235165896,940.0168105163344,18424329.48612016,1548999.0,0.13298807883567298,0.09114722039922045,0.0840735616005417
911,2018-07-10 03:45:00+00:00,125.32,74.23,21.76,80.4,1.83,115.51,935.92,149,54,20.0,939.099976,312,1.2,1.861641,950.465439339876,839.651216094214,149.56576386393078,955.2608335142728,18723112.33687974,1861641.0,0.1318511908092504,0.08840575536267781,0.0994301036336273
912,2018-07-10 04:00:00+00:00,128.16,64.99,22.06,79.11,1.84,124.09,935.89,214,79,20.0,939.200012,67,1.7,2.472714,959.9096083326206,841.610276119732,150.3541538837195,966.2253833840068,18938017.51432653,2472714.0,0.13351257127493088,0.07722101528944993,0.1305687883184922
913,2018-07-10 04:15:00+00:00,133.67,60.92,22.36,77.73,1.85,129.15,935.77,361,133,20.299999,938.900024,7,1.0,4.277511,965.6666868202838,842.7904293962349,150.83355204347606,972.8921043823048,19068685.245893173,4277511.0,0.1384225031518321,0.0722836874685945,0.2243212337316883
914,2018-07-10 04:30:00+00:00,187.1,59.74,22.86,75.7,1.92,129.84,935.69,209,77,20.4,938.900024,71,0.8,3.169053,967.710431364532,843.206847801899,151.00352295436812,975.2619237640472,19115133.705775324,3169053.0,0.19334296080303415,0.07084857073413518,0.1657876449507921
915,2018-07-10 04:45:00+00:00,214.13,99.25,23.29,74.22,2.13,129.84,935.33,156,57,20.5,938.900024,24,0.3,2.2453380000000003,966.0314547057112,842.8648486909952,150.86389663860962,973.3383776342396,19077432.20163109,2245338.0000000005,0.22165944903443324,0.11775316072812794,0.1176960282845627
916,2018-07-10 05:00:00+00:00,229.41,127.99,23.66,72.87,2.44,128.45,935.07,141,52,20.5,938.700012,183,1.1,1.918485,960.6372247518864,841.7600155687752,150.41479279786813,967.118046056565,18955513.70270868,1918485.0,0.23881023355018546,0.15205046287868337,0.1012098659043914
917,2018-07-10 05:15:00+00:00,198.55,35.15,23.91,71.44,2.82,121.4,934.77,156,57,20.799999,938.700012,71,0.4,2.330604,951.5520678814844,839.87809718775,149.65660064532003,956.5985929019251,18749332.42087773,2330604.0,0.20865910201009555,0.04185131165784219,0.1243033057222255
918,2018-07-10 05:30:00+00:00,210.5,46.15,24.17,70.18,3.26,113.94,934.49,252,93,20.799999,938.5,47,0.3,3.638016,938.817148600634,837.1946466224782,148.58992128247678,941.795479117244,18459191.390697982,3638016.0,0.22421831590290345,0.05512457609014159,0.1970842559134676
919,2018-07-10 05:45:00+00:00,188.78,51.37,24.36,69.4,3.68,109.29,934.29,168,62,20.6,938.700012,14,1.7,2.145861,922.49039726561,833.6743321910521,147.21548355089885,922.7533658908252,18085965.97146017,2145861.0,0.20464169660689174,0.061618785677363994,0.1186478512337239
920,2018-07-10 06:00:00+00:00,155.09,8.05,24.33,69.43,4.03,104.6,934.11,116,43,20.5,938.599976,27,0.9,1.520577,902.6463862903069,829.2698738860566,145.53403220883877,899.5494618942693,17631169.453127675,1520577.0,0.17181700647735199,0.009707334431765559,0.0862436836105762
921,2018-07-10 06:15:00+00:00,163.23,0.62,24.42,69.7,4.41,100.87,934.01,210,77,20.200001,938.700012,336,0.9,2.41587,879.376163139605,823.9205585902348,143.54617847754173,879.3909965414097,17236063.53221163,2415870.0,0.18562022356533503,0.0007524997325723343,0.1401636745817918
922,2018-07-10 06:30:00+00:00,130.97,0.75,24.11,72.16,4.78,93.93,933.89,189,70,20.700001,938.799988,9,0.0,2.2595490000000003,852.7870732970268,817.5502644459397,141.25220329120646,847.4987880551273,16610976.245880494,2259549.0000000005,0.15357878197384797,0.0009173747873573021,0.1360274656078908
923,2018-07-10 06:45:00+00:00,12.4,0.0,22.77,78.77,5.01,83.4,933.96,207,77,20.6,938.700012,75,1.0,2.458503,823.0025898370383,810.0648824913897,138.65180090184708,811.8415570687866,15912094.518548217,2458503.0,0.01506678126305205,0.0,0.1545053039456372
924,2018-07-10 07:00:00+00:00,12.01,0.0,22.41,81.17,5.08,76.32,934.0,206,76,21.0,938.5,28,1.5,2.629035,790.162159281163,801.3489748621682,135.74374615306806,772.6257243422889,15143464.197108865,2629035.0,0.01519941173964329,0.0,0.173608559163228
925,2018-07-10 07:15:00+00:00,13.91,0.79,22.49,80.21,4.96,74.6,934.04,102,37,20.9,938.200012,345,1.0,1.321623,754.421118043564,791.2614597590647,132.52546620594126,730.0851684191541,14309669.30101542,1321623.0,0.018437978030191843,0.0009984057611507468,0.0923587381510079
926,2018-07-10 07:30:00+00:00,13.32,0.8,22.7,78.25,4.84,76.0,934.03,102,37,20.799999,938.299988,90,1.2,1.364256,715.9507188590121,779.6300301243725,128.99248682923746,684.4826144723158,13415859.243657392,1364256.0,0.018604632482564807,0.001026127738912748,0.1016897967713084
927,2018-07-10 07:45:00+00:00,141.57,68.33,23.96,72.31,5.01,78.66,934.07,93,34,21.0,938.5,345,0.0,1.165302,674.9383184401424,766.2439045274556,125.13771067749838,636.1117936421782,12467791.155386694,1165302.0,0.20975250053543265,0.08917526077044524,0.0934649919522058
928,2018-07-10 08:00:00+00:00,199.56,147.32,24.35,70.92,5.36,78.03,934.11,81,30,20.9,938.299988,294,0.3,0.866871,631.5878574032821,750.8443799984911,120.95047248287268,585.3006704921281,11471893.14164571,866871.0,0.315965542498669,0.1962057703625564,0.0755647729016104
929,2018-07-10 08:15:00+00:00,185.5,149.65,24.07,73.34,5.79,71.62,934.14,105,39,21.0,938.099976,64,0.0,1.392678,586.1207756304944,733.1124554186312,116.4152886297507,532.416122098927,10435355.993138967,1392678.0,0.31648767235806696,0.20412966509284713,0.1334576415903451
930,2018-07-10 08:30:00+00:00,184.43,147.35,23.58,77.18,6.24,66.18,934.15,59,22,21.0,938.200012,21,0.0,0.611073,538.7775838196901,712.6525396728441,111.51018336816122,476.9383043346152,9347990.76495846,611073.0,0.34231194010054106,0.20676275154740015,0.0653694484049605
931,2018-07-10 08:45:00+00:00,164.48,120.0,23.08,80.54,6.53,65.67,934.09,60,22,21.0,938.200012,340,0.5,0.653706,489.8205100255345,688.9709773958273,106.20443108631464,420.863578904738,8248926.146532864,653706.0,0.3357964736744601,0.17417279382881415,0.0792474060729421
932,2018-07-10 09:00:00+00:00,122.75,70.6,22.57,83.07,6.64,65.9,933.95,75,28,20.700001,938.099976,322,0.0,0.810027,439.53783503958016,661.4478092936009,100.455484031462,364.1440748709844,7137223.867471294,810027.0,0.27927061157077965,0.10673555646876795,0.1134932874519727
933,2018-07-10 09:15:00+00:00,112.06,83.89,22.45,83.28,6.66,66.46,933.86,62,23,20.700001,938.099976,84,0.0,0.682128,388.2509598059801,629.3000764718263,94.20477377889956,307.4053639782348,6025145.133973401,682128.0,0.2886277475167081,0.13330683268041166,0.1132135384015483
934,2018-07-10 09:30:00+00:00,76.79,49.84,22.29,83.06,6.59,65.75,933.76,46,17,20.799999,938.099976,354,0.0,0.4405409999999999,336.3261086182216,591.535733557764,87.3720133927192,251.39059349355608,4927255.6324737,440540.9999999999,0.22832006803006683,0.08425526502049108,0.0894090002346456
935,2018-07-10 09:45:00+00:00,69.28,18.42,22.16,83.08,6.39,64.05,933.63,52,19,20.700001,937.900024,329,0.0,0.511596,284.19403415832926,546.9005807409849,79.84767311070613,197.0021114304692,3861241.384037196,511596.00000000006,0.24377710885163392,0.033680710258239446,
936,2018-07-10 10:00:00+00:00,45.31,18.02,21.97,83.31,6.11,63.72,933.54,39,14,20.799999,937.900024,13,0.0,0.369486,232.3840919780175,493.8319116998076,71.48385366592365,145.3603298852757,2849062.465751404,369486.0,0.19497892310238743,0.03649014892126709,
937,2018-07-10 10:15:00+00:00,25.59,12.09,21.85,83.55,5.89,64.51,933.51,35,13,20.6,938.099976,278,0.0,0.227376,181.58525814906832,430.4673792138967,62.08614074835144,97.88304715485457,1918507.724235149,227376.0,0.1409255369122116,0.028085751868302544,
938,2018-07-10 10:30:00+00:00,20.22,9.56,21.77,83.92,5.78,66.7,933.5,38,14,20.5,938.099976,24,0.0,0.298431,132.75939992890846,354.8619071693583,51.41760168401842,56.378709389120495,1105022.7040267617,298431.0,0.15230559953440312,0.026940056982327716,
939,2018-07-10 10:45:00+00:00,14.87,3.52,21.69,84.58,5.69,67.29,933.5,43,16,20.5,938.099976,353,0.0,0.4121189999999999,87.35785393688758,265.87458579487566,39.25627358796332,29.904670799646983,586131.5476730809,412118.9999999999,0.17021938303043657,0.01323932480976466,
985,2018-07-10 22:15:00+00:00,17.81,3.41,20.13,94.16,2.82,81.21,933.07,12,0,19.700001,936.200012,139,0.0,0.0,82.07914110616869,253.97907521060824,37.643129278492296,28.71453816872049,562804.9481069216,0.0,0.21698570136062842,0.01342630292346844,
986,2018-07-10 22:30:00+00:00,25.75,12.22,20.3,93.31,3.01,87.82,932.97,0,0,19.6,936.099976,33,0.0,0.0,126.9149643541593,344.5713918686213,49.99612809175406,52.04746389838446,1020130.2924083354,0.0,0.20289175615370303,0.03546434871952243,
987,2018-07-10 22:45:00+00:00,34.4,10.29,20.52,91.98,3.2,98.48,933.13,18,0,19.700001,936.200012,315,0.0,0.0,175.4049438085793,421.8010582135081,60.83837246257336,92.72916337653854,1817491.6021801552,0.0,0.196117619338831,0.024395386876415532,
988,2018-07-10 23:00:00+00:00,41.72,15.9,20.68,91.05,3.37,107.38,933.41,24,9,19.799999,936.299988,359,0.0,0.0,226.01376537994625,486.5743496497414,70.3791745325077,139.6323291705325,2736793.6517424365,0.0,0.18459052673126136,0.03267743154041217,
989,2018-07-10 23:15:00+00:00,44.83,10.64,20.85,90.19,3.52,114.99,933.65,41,15,19.799999,936.299988,193,0.0,0.241587,277.7335695102785,540.8073365434714,78.85866008219213,190.8945685485941,3741533.543552444,241587.0,0.16141368895034097,0.019674289309765555,
990,2018-07-10 23:30:00+00:00,50.0,7.99,21.07,88.99,3.66,120.6,933.81,47,18,20.0,936.299988,176,0.0,0.341064,329.84912448679086,586.3914555739841,86.4771858991341,245.0554246143326,4803086.322440919,341064.0,0.15158445570469387,0.013625710136207662,0.0710093421403827
991,2018-07-10 23:45:00+00:00,64.66,6.65,21.29,87.66,3.79,124.7,933.81,54,20,20.299999,936.299988,184,0.0,0.554229,381.8152628183096,624.9289547072858,93.38802713342966,300.96290415430065,5898872.921424293,554229.0,0.16934891372000777,0.010641209612562813,0.0939550669055912
992,2018-07-11 00:00:00+00:00,79.93,19.32,21.51,86.4,3.89,127.39,933.72,43,16,20.299999,936.200012,328,0.0,0.525807,432.81706702964345,656.3298880936234,100.0306436072142,357.4525509331268,7006069.998289285,525807.0,0.1846738635991118,0.02943641658026103,0.0750502064821489
993,2018-07-11 00:15:00+00:00,106.17,58.08,21.75,85.36,3.94,128.54,933.68,41,15,20.200001,936.5,24,1.0,0.341064,483.2216416131344,684.4351144564242,105.85762720614709,414.21547349206185,8118623.2804444125,341064.0,0.21971284159702298,0.08485829960101757,0.0420100783369924
994,2018-07-11 00:30:00+00:00,93.41,38.16,21.87,84.8,3.98,128.96,933.55,43,16,20.4,936.599976,292,0.0,0.369486,532.3381715944062,708.607005235967,111.23227567466104,470.40569757826495,9219951.67253399,369486.0,0.175471166608676,0.053852134847711064,0.0400746135254363
995,2018-07-11 00:45:00+00:00,107.95,52.41,22.16,83.66,4.03,129.41,933.43,41,15,20.4,936.599976,93,0.0,0.454752,579.8742721641146,729.4832164510623,116.19926009471692,526.0878183418082,10311321.23949944,454752.0,0.18616104418139845,0.07184538152224362,0.0441022046969099
996,2018-07-11 01:00:00+00:00,86.53,31.56,22.28,83.32,4.05,129.15,933.33,64,24,20.299999,936.5,152,0.0,0.810027,625.5643837940165,747.5713405965315,120.79090395328012,579.2029216309279,11352377.263966188,810027.0,0.13832309230138695,0.04221670666884635,0.0713530726794222
997,2018-07-11 01:15:00+00:00,131.54,71.38,22.77,81.51,4.04,128.71,933.26,126,46,20.799999,936.299988,47,0.0,1.236357,669.1651472573425,763.2779590485895,125.03038948635754,630.291659699103,12353716.530102417,1236357.0,0.1965732981449097,0.09351770106000927,0.1000797611785374
998,2018-07-11 01:30:00+00:00,144.41,92.93,23.2,79.89,4.08,128.54,933.09,81,30,20.9,936.299988,1,0.0,1.364256,710.4525762578097,776.9307816963942,128.9341137455267,678.9815265874502,13308037.921114022,1364256.0,0.2032647988422472,0.11961168509386569,0.1025136844429578
999,2018-07-11 01:45:00+00:00,166.33,118.58,23.74,77.73,4.22,128.9,932.89,94,35,21.0,936.299988,148,0.0,1.065825,749.2203709822938,788.7954592681026,132.5134341774409,724.9396702096968,14208817.536110058,1065825.0,0.22200410779264684,0.15033047998276572,0.0750115199446632
1000,2018-07-11 02:00:00+00:00,153.2,107.17,24.17,75.76,4.38,132.26,932.7,90,34,20.9,936.299988,194,0.0,1.023192,785.2789286884097,799.0883592289687,135.77597159828213,767.8679965624212,15050212.732623456,1023192.0,0.1950899157015177,0.13411533125499053,0.0679852184269852
1001,2018-07-11 02:15:00+00:00,177.26,135.98,24.71,72.89,4.6,137.17,932.69,104,39,21.0,936.200012,355,1.2,1.151091,818.45481586976,807.9863174162198,138.72659376784668,807.499786039002,15826995.806364438,1151091.0,0.2165788465813209,0.16829492909587515,0.0727295953118984
1002,2018-07-11 02:30:00+00:00,181.97,135.57,25.13,70.44,4.94,141.97,932.69,110,41,21.299999,936.099976,234,0.7,1.023192,848.590550024361,815.6341194485677,141.36816601547832,843.5974191146141,16534509.414646436,1023192.0,0.21443792886307309,0.16621423352379605,0.0618822109771001
1003,2018-07-11 02:45:00+00:00,157.06,79.83,25.39,69.02,5.27,144.79,932.72,116,43,21.299999,936.0,320,0.3,1.1795129999999998,875.5445539727044,822.1502598370364,143.70212671471188,875.9508988244726,17168637.61695966,1179512.9999999998,0.17938550275637535,0.09709903882512134,0.068701607332829
1004,2018-07-11 03:00:00+00:00,189.69,110.57,25.86,67.13,5.54,148.3,932.73,108,40,21.4,936.0,297,0.0,1.165302,899.191228010221,827.6313940185707,145.7289321693687,896.6202000163332,17573755.92032013,1165302.0,0.2109562394416995,0.1335981220614729,0.0663092172944423
1005,2018-07-11 03:15:00+00:00,171.16,115.53,26.02,66.58,5.77,151.32,932.73,183,67,21.799999,936.0,346,0.0,2.003751,919.421098226253,832.1557865953627,147.448402205889,920.3094377383512,18038064.979671683,2003751.0,0.18616061816528012,0.1388321776535055,0.1110845870806077
1006,2018-07-11 03:30:00+00:00,121.82,28.29,25.97,66.87,6.02,153.42,932.83,239,87,21.6,935.799988,345,0.6,3.396429,936.140984800386,835.7859730977882,148.85998665038142,939.8455714253984,18420973.19993781,3396429.0,0.13012997185031458,0.033848378544981905,0.1843783693258653
1007,2018-07-11 03:45:00+00:00,111.73,0.0,26.07,66.71,6.27,154.41,932.94,165,61,21.700001,935.700012,16,0.0,2.529558,949.2741796973756,838.5708018758703,149.9629700705101,955.1472996812934,18720887.073753346,2529558.0,0.11770045197649748,0.0,0.1351195587065121
1008,2018-07-11 04:00:00+00:00,116.44,0.0,26.2,66.54,6.39,154.12,933.01,239,89,22.1,935.599976,17,0.0,2.586402,958.76061695723,840.5469728632727,150.75662753610675,966.1657232072872,18936848.174862828,2586402.0,0.1214484595430502,0.0,0.136580384239086
1009,2018-07-11 04:15:00+00:00,76.3,0.03,26.17,66.81,6.35,153.4,932.93,283,104,22.299999,935.400024,327,0.6,2.9558880000000003,964.5570022331724,841.7401470427527,151.2403411572484,972.881579478031,19068478.95776941,2955888.0000000005,0.07910367124322136,3.564045282311606e-05,0.1550143567584152
1010,2018-07-11 04:30:00+00:00,127.79,0.09,26.63,65.6,6.24,153.61,932.82,269,99,22.4,935.5,340,0.6,4.249089,966.6368931415132,842.1656761041576,151.41368763276205,975.2949254140548,19115780.538115475,4249089.0,0.13220062352957584,0.00010686733329757428,0.2222817421202145
1011,2018-07-11 04:45:00+00:00,118.46,0.0,26.83,65.23,6.14,155.09,932.54,124,47,22.6,935.400024,336,1.1,1.691109,964.9907271082826,841.8289970483212,151.2764991513335,973.4089424080152,19078815.2711971,1691109.0,0.12275765628855362,0.0,0.088638050946121
1012,2018-07-11 05:00:00+00:00,106.81,0.0,26.96,65.16,6.03,158.35,932.33,260,97,22.799999,935.400024,39,0.0,3.69486,959.625821139465,840.7257570853626,150.82888797866462,967.220567672022,18957523.12637164,3694860.0,0.11130379950924332,0.0,0.1949020436567535
1013,2018-07-11 05:15:00+00:00,70.47,0.0,26.66,67.0,5.65,162.44,932.17,259,95,23.0,935.5,337,1.0,3.339585,950.5663746162928,838.8417130198304,150.07122674762277,956.7281107933064,18751870.971548803,3339585.0,0.07413474943130198,0.0,0.1780934289206112
1014,2018-07-11 05:30:00+00:00,89.91,0.0,26.69,68.05,4.89,165.96,932.01,143,52,23.1,935.400024,7,0.6,2.032173,937.8534485419166,836.1523685855008,149.00409097019315,941.9474754713564,18462170.519238584,2032173.0,0.09586785668889242,0.0,0.1100722690153016
1015,2018-07-11 05:45:00+00:00,28.93,0.0,26.07,71.08,3.97,169.33,931.83,249,92,23.0,935.099976,15,0.0,3.282741,921.5448940231366,832.6222829880373,147.6281743331175,922.9234549509498,18089299.717038617,3282741.0,0.03139293613108953,0.0,0.1814741892361886
1016,2018-07-11 06:00:00+00:00,33.26,0.0,25.73,73.76,3.23,178.86,931.75,250,95,23.4,934.900024,62,0.0,2.771145,901.7152300362268,828.2040036072559,145.94417574496265,899.7332020842255,17634770.760850817,2771145.0,0.03688525921721846,0.0,0.1571409709590294
1017,2018-07-11 06:15:00+00:00,26.94,0.0,25.21,76.92,2.55,193.39,931.63,125,48,23.5,934.700012,40,0.0,1.477944,878.455478271599,822.8365751303078,143.95264829793882,879.633881799989,17240824.083279785,1477944.0,0.030667462001609545,0.0,0.0857235125688287
1018,2018-07-11 06:30:00+00:00,33.22,0.0,25.27,77.06,1.83,206.48,931.43,167,62,23.6,934.700012,50,0.0,2.728512,851.8729882371312,816.4435549405231,141.65380042365427,847.7447283772655,16615796.676194403,2728512.0,0.03899642371422714,0.0,0.1642119275513983
1019,2018-07-11 06:45:00+00:00,28.24,13.24,25.61,75.75,1.34,217.46,931.3,408,154,23.799999,934.5,320,0.0,4.646997,822.0912694187448,808.9304223770029,139.04723672876025,812.085545929364,15916876.700215535,4646997.0,0.03435141699043579,0.016367291467534257,0.291954074126683
1020,2018-07-11 07:00:00+00:00,34.58,18.51,25.89,74.64,1.23,236.28,931.19,398,148,24.4,934.299988,71,1.3,4.618575,789.2498404985868,800.1812204680688,136.13162160567595,772.8628500594281,15148111.86116479,4618575.0,0.04381375608280774,0.02313225995128018,0.3048944345229348
1021,2018-07-11 07:15:00+00:00,125.91,22.55,27.39,68.28,1.44,208.42,931.14,213,80,24.1,934.400024,357,0.7,2.103228,753.5041502897426,790.0542193729335,132.9042461174871,730.3106722732604,14314089.176555904,2103228.0,0.1670992786855709,0.028542344875897185,0.1469341132403127
1022,2018-07-11 07:30:00+00:00,107.94,14.04,27.81,66.79,1.77,190.86,931.1,191,71,24.1,934.400024,341,0.0,2.003751,715.0256103098512,778.3763071576158,129.3604678796737,684.6919597904065,13419962.411891969,2003751.0,0.1509596278002196,0.018037547996893225,0.14931122297514
1023,2018-07-11 07:45:00+00:00,42.03,1.92,27.31,69.03,1.96,185.43,931.18,183,67,24.1,934.400024,136,0.0,2.344815,674.0017910481051,764.935704732114,125.4929808218708,636.3007490790378,12471494.68194914,2344815.0,0.06235888473625765,0.002510014878534658,0.1880139517995235
1024,2018-07-11 08:00:00+00:00,30.65,15.61,27.07,70.46,1.83,175.95,931.21,265,97,24.4,934.400024,128,0.0,3.609594,630.6369141064447,749.4724727301518,121.29085900675614,585.4654127480192,11475122.089861177,3609594.0,0.048601658600065094,0.020827983105418727,0.314558221841426
1025,2018-07-11 08:15:00+00:00,1.2,0.0,26.53,72.65,1.37,164.69,931.08,265,99,24.6,934.5,8,0.0,3.69486,585.1527853955959,731.6660769327929,116.73829093960842,532.5533659779555,10438045.973167928,3694860.0,0.0020507464545156924,0.0,0.3539800466004861
1026,2018-07-11 08:30:00+00:00,1.11,0.0,26.39,73.27,0.98,161.04,930.95,383,144,24.799999,934.400024,34,0.8,5.272281,537.7903931616394,711.1190250634205,111.8128851746954,477.063021400724,9350435.219454192,5272281.0,0.0020640011686976645,0.0,0.5638540748382145
1027,2018-07-11 08:45:00+00:00,89.84,71.8,27.31,70.25,0.99,184.06,930.91,469,194,25.4,934.200012,68,0.8,7.1481330000000005,488.8125948715295,687.3353093108382,106.48338473670162,420.9549485090924,8250716.99077821,7148133.000000001,0.18379231824747047,0.10446138737145746,0.8663650696041857
1028,2018-07-11 09:00:00+00:00,71.42,55.5,27.41,69.74,1.21,207.42,930.84,258,99,25.4,934.200012,25,0.5,2.899044,438.5085156468184,659.6920811282067,100.70655736084728,364.2016427369199,7138352.197643629,2899044.0,0.16287026922305606,0.08413015949059717,0.4061222982184844
1029,2018-07-11 09:15:00+00:00,96.66,66.74,27.96,67.7,1.45,213.82,930.76,198,73,25.1,934.299988,86,1.1,2.529558,387.2007172943874,627.4028990101649,94.42294747787338,307.4303277242318,6025634.423394944,2529558.0,0.24963796729361357,0.10637502648663838,0.4197994472048977
1030,2018-07-11 09:30:00+00:00,121.03,86.33,28.26,66.15,1.52,216.52,930.66,314,119,25.299999,934.299988,185,0.0,4.277511,335.257070555062,589.4717015805519,87.55111647367008,251.38637983531893,4927173.044772252,4277511.0,0.3610065547599607,0.14645317115057968,0.8681471020260703
1031,2018-07-11 09:45:00+00:00,116.74,71.07,28.34,65.55,1.3,224.06,930.52,285,111,25.6,934.200012,344,0.0,3.908025,283.1107520140758,544.6401499496932,79.98005222886059,196.9751677475005,3860713.28785101,3908025.0,0.41234746179543147,0.13048982893854688,
1032,2018-07-11 10:00:00+00:00,107.78,72.09,28.36,65.13,1.01,233.43,930.39,212,83,25.5,934.200012,332,0.0,3.069576,231.2948427686349,491.342657515874,71.56001027568738,145.321165610223,2848294.8459603707,3069576.0,0.46598531428481843,0.14672041781283962,
1033,2018-07-11 10:15:00+00:00,88.85,49.91,28.32,65.1,0.76,234.4,930.3,160,63,25.700001,934.400024,351,0.0,2.13165,180.504326464182,427.7192826207239,62.09450814384347,97.84745231139352,1917810.0653033128,2131650.0,0.4922319688422026,0.1166886835080036,
1034,2018-07-11 10:30:00+00:00,70.53,43.64,28.26,65.58,0.51,227.59,930.23,94,36,25.700001,934.599976,70,0.0,1.236357,131.71125722539293,351.8438910402701,51.3451025076868,56.36871193103016,1104826.7538481911,1236357.0,0.5354895358663568,0.12403227997215734,
1035,2018-07-11 10:45:00+00:00,52.71,31.58,28.32,68.38,0.31,203.14,930.25,51,20,25.4,934.599976,40,1.4,0.582651,86.38502184370243,262.6418701571752,39.0918681542025,29.78013614237407,583690.6683905318,582651.0,0.6101752233780632,0.12023977738622287,
1081,2018-07-11 22:15:00+00:00,16.14,0.0,22.42,96.37,0.87,109.22,931.83,87,34,22.6,934.700012,37,0.0,0.696339,80.32909362665966,248.9089148324903,37.21854046781858,28.39694747009042,556580.1704137722,696339.0,0.2009234670941619,0.0,
1082,2018-07-11 22:30:00+00:00,25.8,0.0,22.42,96.57,1.01,109.9,931.69,84,34,22.799999,934.700012,177,0.0,0.8526600000000001,124.99247247686274,339.93738252690315,49.69336757109258,51.365013463558256,1006754.2638857418,852660.0000000001,0.20641243019475286,0.0,
1083,2018-07-11 22:45:00+00:00,38.47,0.08,22.62,95.42,1.19,113.9,931.7,125,49,23.0,934.799988,55,0.0,1.605843,173.39227575121498,417.6832357145543,60.6450387484133,91.88308155293863,1800908.3984375976,1605843.0,0.22186686133122302,0.00019153270507287534,
1084,2018-07-11 23:00:00+00:00,53.43,4.71,22.72,94.86,1.31,109.3,931.96,140,56,23.1,934.799988,120,0.0,2.13165,223.96026581477983,482.9354248848553,70.27751680201109,138.68451041550986,2718216.4041439937,2131650.0,0.23856910423649796,0.009752856711894742,
1085,2018-07-11 23:15:00+00:00,93.86,55.95,23.11,91.69,1.29,101.05,932.13,217,91,23.200001,934.700012,336,0.0,2.771145,275.67029424083205,537.5813438952922,78.83261473810944,189.892279379186,3721888.675832044,2771145.0,0.34047919547690436,0.10407727246371426,
1086,2018-07-11 23:30:00+00:00,107.37,57.93,23.47,89.51,1.32,92.11,932.27,169,69,23.5,935.0,29,0.0,3.026943,327.7965467280986,583.5127507470246,86.51365023660637,244.0338226557536,4783062.924052768,3026943.0,0.3275507355758129,0.09927803621401052,0.6328461590539187
1087,2018-07-11 23:45:00+00:00,134.84,80.34,23.92,87.15,1.52,92.57,932.28,215,87,23.5,935.099976,50,1.1,2.870622,379.7874112046642,622.34035726683,93.47661961662624,299.9479719322992,5878980.249873064,2870622.0,0.35504073074011366,0.12909334749369955,0.4882857022800818
1088,2018-07-12 00:00:00+00:00,161.23,138.61,24.37,84.91,1.78,95.58,932.3,260,105,23.9,935.099976,324,0.9,3.538539,430.8285644671216,653.9910438912219,100.1622764243233,356.4662365717588,6986738.236806474,3538539.0,0.3742323821992173,0.2119447984719726,0.5064650885815081
1089,2018-07-12 00:15:00+00:00,182.64,165.06,24.89,82.28,1.95,101.6,932.25,188,75,24.200001,935.5,9,0.0,2.8422,481.2752756157967,682.2999153122877,106.02688500398,413.2698273759819,8100088.616569245,2842200.0,0.37949175711615396,0.24191707531496948,0.3508850500951433
1090,2018-07-12 00:30:00+00:00,196.23,178.58,25.38,79.42,2.05,108.11,932.2,502,208,24.6,935.5,350,0.0,6.693381,530.4390924015089,706.6436693931847,111.43390850145067,469.5113015230261,9202421.509851312,6693381.0,0.36993879751884173,0.2527157713778881,0.7273499690092057
